peer_index	_2009_2010_additional_credit	_2008_09_progress_report_grade	_2009_2010_performance_category_score	_2009_2010_performance_grade	principal	dbn	_2009_2010_progress_category_score	school	_2009_2010_overall_grade	district	progress_report_type	school_level	_2009_2010_environment_grade	_2009_2010_overall_score	_2009_2010_environment_category_score	_2009_2010_progress_grade
16.88	3.8	A	11.4	B	Cynthia Holton	15K107	39.1	P.S. 107 John W. Kimball	A	15	EMS	Elementary	B	62.3	8.0	A
57.49	2.3	A	10.2	B	Annabelle Martinez	15K124	46.6	P.S. 124 Silas B. Dutcher	A	15	EMS	Elementary	B	67.0	7.9	A
49.45	1.8	A	10.5	B	Maria Nunziata	15K130	34.6	P.S. 130 The Parkside	B	15	EMS	Elementary	B	54.3	7.4	B
53.74	3.0	A	9.2	C	Ruth Quiles	15K131	40.1	P.S. 131 Brooklyn	A	15	EMS	Elementary	A	62.8	10.5	A
2.35	0.0	A	4.4	D	Eric Sackler	15K136	28.1	I.S. 136 Charles O. Dewey	C	15	EMS	Middle	B	41.1	8.6	B
29.81	7.3	A	6.7	C	Anna Allanbrook	15K146	29.4	P.S. 146	B	15	EMS	Elementary	A	52.2	8.8	B
23.57	2.5	A	7.7	C	Samuel Ortiz	15K154	22.4	Magnet School for Science & Technology	C	15	EMS	Elementary	B	40.3	7.7	C
51.07	1.5	A	5.2	D	Josephine Santiago	15K169	26.3	P.S. 169 Sunset Park	B	15	EMS	Elementary	A	42.1	9.1	B
62.70	9.3	A	25.0	A	Jack Spatola	15K172	55.8	P.S. 172 Beacon School of Excellence	A	15	EMS	Elementary	A	105.1	15.0	A
37.38	0.0	A	6.2	C	Sharon Fiden	15K230	18.2	P.S. 230 Doris L. Cohen	C	15	EMS	Elementary	A	34.5	10.1	C
33.07	4.0	A	7.3	C	Zipporiah Mills	15K261	28.6	P.S. 261 Philip Livingston	B	15	EMS	Elementary	B	45.9	6.0	B
48.42	2.3	A	9.7	C	Deanna Marco	15K295	48.7	P.S. 295	A	15	EMS	Elementary	A	70.6	9.9	A
15.07	7.8	A	14.1	B	Elizabeth Phillips	15K321	44.3	P.S. 321 William Penn	A	15	EMS	Elementary	A	76.8	10.6	A
16.12	1.5		14.5	B	Arthur Mattia	15K418	45.7	The Children's School	A	15	EMS	Elementary	B	70.0	8.3	A
2.24	0.0	C	12.6	C	Jeaninne Wallace	15K429	15.1	Brooklyn School for Global Studies	F	15	HS	High School	D	34.5	6.8	F
2.22	5.8	A	8.5	C	Jeaninne Wallace	15K429	35.8	Brooklyn School for Global Studies	B	15	EMS	Middle	D	54.4	4.3	B
1.91	0.8	A	7.2	C	Deanna Sinito	15K442	37.7	New Horizons School	B	15	EMS	Middle	A	56.2	10.5	A
2.98	7.0	A	15.7	A	Frank Giordano	15K443	38.3	New Voices School of Academic & Creative Arts	A	15	EMS	Middle	A	71.4	10.4	A
3.25	6.3	A	16.5	A	Mrs. Lisa Gioe	15K447	37.4	The Math & Science Exploratory School	A	15	EMS	Middle	B	67.1	6.9	A
2.14	6.0	A	25.0	A	Alyce Barr	15K448	33.4	Brooklyn Secondary School for Collaborative Studies	A	15	HS	High School	B	73.7	9.3	C
2.47	6.5	B	8.0	C	Alyce Barr	15K448	30.5	Brooklyn Secondary School for Collaborative Studies	B	15	EMS	Middle	B	52.4	7.4	B
2.51	1.5	C	12.2	C	Larry Woodbridge	15K462	28.8	Secondary School for Law	C	15	HS	High School	C	51.1	8.6	C
2.15	0.0	A	6.3	D	Larry Woodbridge	15K462	22.4	Secondary School for Law	C	15	EMS	Middle	C	34.4	5.7	C
2.34	0.0	C	16.9	B	Abbie Reif	15K463	43.7	Secondary School for Journalism	B	15	HS	High School	C	68.3	7.7	A
2.43	0.0	A	4.5	D	Abbie Reif	15K463	18.1	Secondary School for Journalism	C	15	EMS	Middle	C	27.6	5.0	D
2.28	0.0	B	15.2	B	Jill Bloomberg	15K464	23.2	Secondary School for Research	C	15	HS	High School	B	47.3	8.9	F
2.19	0.0	A	7.2	C	Jill Bloomberg	15K464	29.9	Secondary School for Research	B	15	EMS	Middle	C	43.3	6.2	B
2.31	1.5	A	15.2	B	Fred Walsh	15K497	44.4	School for International Studies	B	15	HS	High School	D	67.3	6.2	A
2.44	8.8	A	9.4	C	Fred Walsh	15K497	39.9	School for International Studies	A	15	EMS	Middle	D	62.1	4.0	A
1.93	4.5	B	13.0	C	Kenneth Cuthbert	15K519	39.6	Cobble Hill School of American Studies	B	15	HS	High School	C	65.6	8.5	B
2.11	0.0	F	10.2	D	Michael Courtney	15K520	28.0	Pacific High School	C	15	HST	High School Transfer	A	48.8	10.6	C
2.43	1.5	A	16.0	B	Liliana Polo	15K529	40.1	West Brooklyn Community High School	A	15	HST	High School Transfer	A	70.9	13.3	B
2.03	4.5	D	8.3	F	Lennel George	15K530	27.7	Metropolitan Corporate Academy High School	C	15	HS	High School	C	48.0	7.5	D
2.87	0.0	B	10.1	D	Margaret Lacey Berman	15K656	38.0	Brooklyn High School of the Arts	C	15	HS	High School	C	56.5	8.4	B
2.52					Corinne Vinal	15K667		SUNSET PARK HIGH SCHOOL		15	HS	High School				
64.35					Rochel Brown	15K676		RED HOOK NEIGHBORHOOD SCHOOL		15	EC	K-3				
2.35	0.0	C	9.4	F	Louis Garcia	15K698	27.9	South Brooklyn Community High School	C	15	HST	High School Transfer	A	49.9	12.6	C
2.86	7.3	A	11.8	B	Lola Padin	15K821	41.8	Sunset Park Prep	A	15	EMS	Middle	B	69.2	8.3	A
60.67	2.3	A	6.6	C	Lena Gates	16K005	43.7	P.S. 005 Dr. Ronald Mcnair	B	16	EMS	Elementary	C	57.8	5.2	A
54.57	7.3	B	10.2	B	Harold Anderson	16K021	37.1	P.S. 021 Crispus Attucks	A	16	EMS	Elementary	A	64.2	9.6	A
62.84	4.3	A	5.7	D	Anita Coley	16K025	22.2	P.S. 025 Eubie Blake School	C	16	EMS	Elementary	D	35.4	3.2	C
59.80	0.0	A	7.6	C	Michele Ashley	16K026	19.3	P.S. 026 Jesse Owens	C	16	EMS	Elementary	B	33.2	6.3	C
59.27	0.8	D	3.8	D	Sadie Silver	16K028	41.0	P.S. 028 The Warren Prep Academy	B	16	EMS	Elementary	A	56.5	10.9	A
2.34	7.3	A	8.7	C	Jacklyn Charles-Marcus	16K035	42.2	M.S. 035 Stephen Decatur	A	16	EMS	Middle	A	68.1	9.9	A
59.56	8.0	A	7.0	C	Leonie Hibbert	16K040	56.9	P.S. 040 George W. Carver	A	16	EMS	Elementary	B	80.3	8.4	A
2.43	1.3	A	4.1	D	Celeste Douglas	16K057	26.8	J.H.S. 057 Whitelaw Reid	C	16	EMS	Middle	A	42.4	10.2	B
62.53	5.3	A	5.8	C	Cheryl Ault	16K081	23.4	P.S. 081 Thaddeus Stevens	B	16	EMS	Elementary	B	42.1	7.6	C
63.97	0.0	A	4.9	D	Karen Hambright-Glover	16K243	3.5	P.S. 243K- The Weeksville School	C	16	EMS	Elementary	B	15.1	6.7	F
62.09	9.0	A	17.1	A	Joeletha Ferguson	16K262	59.4	P.S. 262 El Hajj Malik El Shabazz Elementary School	A	16	EMS	Elementary	A	94.6	9.1	A
2.20	3.5	A	9.7	C	Patricia King	16K267	35.6	M.S. 267 Math, Science & Technology	B	16	EMS	Middle	B	57.6	8.8	B
57.01	0.8	A	5.0	D	Renata Clement	16K308	26.5	P.S. 308 Clara Cardwell	C	16	EMS	K-8	D	35.7	3.4	B
60.65	1.5	B	3.2	D	Emily Zucal	16K309	19.5	P.S. 309 The George E. Wibecan Preparatory Academy	C	16	EMS	Elementary	A	33.8	9.6	C
65.55	3.5	A	14.3	B	Dr. Laverne Nimmons	16K335	30.1	P.S. 335 Granville T. Woods	B	16	EMS	Elementary	C	53.7	5.8	B
2.13	5.5	A	11.1	B	Glyn Marryshow	16K385	45.6	School of Business, Finance and Entrepreneurship	A	16	EMS	Middle	C	67.5	5.3	A
2.44	1.5	D	17.9	A	Claytisha Walden	16K393	37.0	Frederick Douglass Academy IV Secondary School	B	16	HS	High School	D	62.6	6.2	B
2.71	0.0	C	5.4	D	Claytisha Walden	16K393	8.3	Frederick Douglass Academy IV Secondary School	F	16	EMS	Middle	D	18.1	4.4	F
1.79	0.0	D	8.7	F	Bernard Gassaway	16K455	34.0	Boys and Girls High School	C	16	HS	High School	D	49.4	6.7	C
1.97	3.0	A	15.7	B	Karen Watts	16K498	48.1	ACORN High School for Social Justice	A	16	HS	High School	A	78.5	11.7	A
2.13	1.3	B	4.5	D	William Cooper	16K534	30.3	Upper School @ P.S. 25	C	16	EMS	Middle	F	38.6	2.5	B
2.38	0.5	A	2.2	F	Gilleyan J. Hargrove	16K584	10.4	M.S. 584	C	16	EMS	Middle	C	18.6	5.5	F
2.38					Alexander White	16K594		Gotham Professional Arts Academy		16	HS	High School				
59.90	1.5		0.3	F	Fabayo Mcintosh	16K627	6.7	Brighter Choice Community School	D	16	EC	K-3	A	20.2	11.7	C
65.29	5.3		5.6	D	Danika Lacroix	16K636	44.0	Young Scholars' Academy for Discovery and Exploration	A	16	EMS	Elementary	A	64.7	9.8	A
2.23					Lena Borst	16K688		The Brooklyn Academy of Global Finance		16	HS	High School				
2.36	4.8	A	7.4	C	Adrienne Spencer	17K002	36.9	M.S. 002	B	17	EMS	Middle	A	59.1	10.0	B
60.87	1.5	A	7.1	C	Ellen Carlisle	17K006	36.7	P.S. 006	B	17	EMS	Elementary	A	54.2	8.9	A
62.04	1.5	A	8.4	C	Nyree Dixon	17K012	29.6	P.S. 012	B	17	EMS	Elementary	C	44.9	5.4	B
64.98	0.8	A	3.2	D	Carlen Padmore-Gateau	17K022	7.1	P.S. 022	C	17	EMS	Elementary	F	13.6	2.5	F
2.96	3.5	A	3.5	F	Sandra Taylor	17K061	14.9	M.S. 061 Dr. Gladstone H. Atwell	C	17	EMS	Middle	C	26.9	5.0	D
66.08	0.5	A	9.3	C	Andrea Gray	17K091	13.0	P.S. 091 The Albany Avenue School	C	17	EMS	Elementary	B	29.1	6.3	D
61.48	1.5	A	4.3	D	Ms. Diana Rahmaan	17K092	15.3	P.S. 092 Adrian Hegeman	C	17	EMS	Elementary	B	29.7	8.6	D
61.43	4.5	A	10.3	B	Ms. Marie Chauvet-Monchik	17K138	35.0	P.S. 138 Brooklyn	A	17	EMS	K-8	A	59.5	9.7	A
55.98	0.0	A	6.2	C	Ms. Deborah Barrett	17K161	9.1	P.S. 161 The Crown	C	17	EMS	K-8	C	21.3	6.0	F
64.61	0.0	A	2.7	D	Marc Mardy	17K167	12.3	P.S. 167 The Parkway	C	17	EMS	Elementary	C	20.7	5.7	D
56.46	2.0	A	6.7	C	Lowell Coleman	17K181	20.2	P.S. 181 Brooklyn	C	17	EMS	K-8	D	32.2	3.3	C
59.69	3.5	A	12.1	B	Ms. Berthe G. Faustin	17K189	24.4	P.S. 189 Lincoln Terrace	B	17	EMS	K-8	A	50.2	10.2	C
64.38	1.0	B	4.2	D	Mrs. Elsi Capolongo	17K191	24.1	P.S. 191 Paul Robeson	C	17	EMS	Elementary	B	36.2	6.9	C
60.84	2.5	A	5.4	D	Clara Moodie-Kirkland	17K221	20.8	P.S. 221 Toussaint L'Ouverture	C	17	EMS	Elementary	B	36.8	8.1	C
60.87	1.5	A	13.1	B	Denis Guerin	17K241	9.5	P.S. 241 Emma L. Johnston	C	17	EMS	Elementary	B	32.6	8.5	F
2.19	3.8	A	5.4	D	Bently Warrington	17K246	35.0	M.S. 246 Walt Whitman	B	17	EMS	Middle	B	51.4	7.2	B
61.10	12.0		15.0	A	Ms. Elisa Brown	17K249	24.7	P.S. 249 The Caton	A	17	EC	K-3	A	65.7	14.0	A
59.80	2.8	B	9.2	C	Mr. Dennis O. Jeffers	17K289	39.2	P.S. 289 George V. Brower	B	17	EMS	Elementary	D	55.2	4.0	A
61.50	6.0	A	10.5	B	Elif Gure	17K316	46.5	P.S. 316 Elijah Stroud	A	17	EMS	Elementary	C	68.8	5.8	A
2.00	1.5	C	4.4	D	Kathleen Clarke-Glover	17K334	31.3	Middle School for Academic and Social Excellence	B	17	EMS	Middle	C	43.4	6.2	B
3.44	6.0	B	4.1	D	Mrs. Jean Williams	17K340	31.6	I.S. 340	B	17	EMS	Middle	C	47.5	5.8	B
2.35	4.3	A	4.6	D	Margie Baker	17K352	34.7	Ebbets Field Middle School	B	17	EMS	Middle	C	49.7	6.1	B
2.14	6.3	A	8.0	C	Claudette Essor	17K353	47.5	Elijah Stroud Middle School	A	17	EMS	Middle	B	70.9	9.1	A
2.12	7.5	A	10.6	B	Monique Campbell	17K354	47.9	The School of Integrated Learning	A	17	EMS	Middle	B	75.2	9.2	A
60.43	3.0	A	5.0	D	Ms. Marion Wilson	17K375	26.7	P.S. 375 Jackie-Robinson School	B	17	EMS	Elementary	A	44.5	9.8	B
2.51	6.0		22.7	A	Ditta Korbeogo	17K382	25.9	Academy for College Preparation and Career Exploration: A College Board School	B	17	HS	High School	F	60.4	5.8	D
2.86	2.3	C	4.6	D	Ditta Korbeogo	17K382	18.0	Academy for College Preparation and Career Exploration: A College Board School	D	17	EMS	Middle	D	28.8	3.9	D
57.04	2.0	A	7.4	C	Ms. Claudette Murray	17K394	18.5	M.S. K394	C	17	EMS	K-8	A	36.8	8.9	C
61.16	0.0	A	3.4	D	Nancy Colon	17K397	28.1	P.S. 397 Foster-Laurie	B	17	EMS	Elementary	A	41.1	9.6	B
65.36	3.8	A	10.6	B	Diane Danay-Caban	17K398	36.5	P.S. 398 Walter Weaver	B	17	EMS	Elementary	D	53.8	2.9	A
57.33	1.5	A	19.6	A	Marion J. Brown	17K399	54.2	P.S. 399 Stanley Eugene Clark	A	17	EMS	Elementary	A	86.3	11.0	A
2.35	0.0		14.9	B	Adam Breier	17K408	24.5	Academy of Hospitality and Tourism	D	17	HS	High School	F	44.6	5.2	D
""	1.5		17.6	B	Angela Pugh Roberson	17K467	27.2	Erasmus YABC	B	17	YABC	YABC	D	52.9	6.6	C
2.48	3.8	A	6.6	C	Herbert Daughtry	17K484	22.8	Ronald Edmonds Learning Center II	C	17	EMS	Middle	B	40.0	6.8	C
2.29	0.0	B	14.1	B	Catherine Hartnett	17K489	28.8	W.E.B. Dubois Academic High School	C	17	HST	High School Transfer	C	49.8	6.9	C
2.15	1.5	A	11.2	D	Nedda De Castro	17K524	41.0	International High School at Prospect Heights	B	17	HS	High School	A	66.7	13.0	B
2.28	0.0	C	15.3	B	Steve Rau	17K528	34.6	High School for Global Citizenship, The	C	17	HS	High School	D	56.2	6.3	C
2.21	6.0	A	18.0	A	Michael Alexander	17K531	40.0	School for Human Rights, The	A	17	HS	High School	A	78.0	14.0	B
2.71	0.8	A	4.1	D	Michael Alexander	17K531	29.9	School for Human Rights, The	B	17	EMS	Middle	A	46.9	12.1	B
2.26	3.0	B	18.1	A	Rebecca Ostro/Emma Heeschen	17K533	29.7	School for Democracy and Leadership	C	17	HS	High School	D	57.3	6.5	C
2.69	1.5	B	2.7	F	Rebecca Ostro/Emma Heeschen	17K533	27.1	School for Democracy and Leadership	C	17	EMS	Middle	C	36.6	5.3	B
2.15	3.0	C	14.3	C	Mary Prendergast	17K537	31.6	High School for Youth and Community Development at Erasmus	C	17	HS	High School	C	57.1	8.2	C
2.12	4.5	A	18.5	A	Leonard Kassan	17K539	51.8	High School for Service & Learning at Erasmus	A	17	HS	High School	A	86.0	11.2	A
3.23	3.0	A	19.2	A	Dr. Eric L. Blake	17K543	45.7	Science, Technology and Research Early College High School at Erasmus	A	17	HS	High School	A	79.2	11.3	A
3.39	1.5	B	1.6	F	Dr. Eric L. Blake	17K543	23.3	Science, Technology and Research Early College High School at Erasmus	C	17	EMS	Middle	A	36.9	10.5	C
2.27	0.0	D	15.3	B	Ms. Sheila Hanley	17K544	25.3	International Arts Business School	C	17	HS	High School	C	47.7	7.1	D
2.98	3.0	A	18.4	A	Ben Shuldiner	17K546	49.4	High School for Public Service: Heroes of Tomorrow	A	17	HS	High School	A	82.2	11.4	A
2.45	6.0	C	17.7	A	Veronica Peterson	17K547	36.7	Brooklyn Academy of Science and the Environment	A	17	HS	High School	A	71.7	11.3	B
2.45	4.5	B	22.4	A	Pamela Randazzo-Dorcely	17K548	41.3	Brooklyn School for Music & Theatre	A	17	HS	High School	B	77.3	9.1	B
2.43	3.0	A	7.1	F	Lashawn Robinson	17K568	41.5	Brownsville Academy High School	B	17	HST	High School Transfer	A	66.6	15.0	A
2.40	1.5	A	0.8	F	Susan Hobson-Ransom	17K587	7.8	Middle School for the Arts	C	17	EMS	Middle	B	16.5	6.4	F
3.32	0.0	A	16.2	B	Dr. Michael A. Wiltshire	17K590	45.8	Medgar Evers College Preparatory School	B	17	HS	High School	C	69.4	7.4	A
3.79	0.0	A	9.7	C	Dr. Michael A. Wiltshire	17K590	35.8	Medgar Evers College Preparatory School	B	17	EMS	Middle	B	54.1	8.6	B
2.55	0.0	B	12.5	C	Dr. Richard A. Forman	17K600	28.2	Clara Barton High School	C	17	HS	High School	B	49.4	8.7	C
1.83	0.0	C	12.7	C	Mr. Ira C. Weston	17K625	36.2	Paul Robeson High School	C	17	HS	High School	D	55.4	6.5	B
50.10	6.0	A	10.5	B	Joel Rubenfeld	18K066	33.5	P.S. 66	A	18	EMS	K-8	A	59.1	9.1	B
2.50	1.8	A	5.1	D	Merve Williams	18K068	27.3	I.S. 068 Isaac Bildersee	C	18	EMS	Middle	C	39.4	5.2	B
53.34	2.8	B	0.7	F	Charmaine Luke	18K114	12.5	P.S. 114 Ryder Elementary	D	18	EMS	Elementary	F	16.0	0.0	D
52.55	2.0	A	8.5	C	Mitchell Pinsky	18K115	32.6	P.S. 115 Daniel Mucatel School	B	18	EMS	Elementary	A	53.6	10.5	B
58.06	1.3	A	7.8	C	Ms. Penny Grinage	18K135	30.7	P.S. 135 Sheldon A. Brookner	B	18	EMS	Elementary	A	50.8	11.0	B
53.52	1.3	A	9.3	C	Ms. Kristy Parris	18K208	34.3	P.S. 208 Elsa Ebeling	B	18	EMS	Elementary	A	56.0	11.1	B
2.60	3.5	A	9.3	C	Buffie Simmons-Peart	18K211	29.7	I.S. 211 John Wilson	B	18	EMS	Middle	B	50.3	7.8	B
60.32	1.3	A	6.3	C	Ms. Winsome Smith	18K219	22.2	P.S. 219 Kennedy-King	C	18	EMS	Elementary	B	36.1	6.3	C
57.39	0.0	A	7.4	C	Denean Stephens-Spellman	18K233	23.0	P.S. 233 Langston Hughes	C	18	EMS	Elementary	C	36.1	5.7	C
48.76	2.0	A	14.5	A	Lisa Solitario	18K235	25.7	P.S. 235 Lenox School	B	18	EMS	K-8	B	50.2	8.0	B
54.95	2.0	A	9.0	C	Ms. Grace Alesia	18K244	38.1	P.S. 244 Richard R. Green	B	18	EMS	Elementary	B	57.4	8.3	A
59.72	1.8	A	5.4	D	Ms. Mosezetta Overby	18K268	20.6	P.S. 268 Emma Lazarus	C	18	EMS	Elementary	A	36.5	8.7	C
60.88	2.5	A	4.8	D	Dakota Keyes	18K272	28.3	P.S. 272 Curtis Estabrook	C	18	EMS	Elementary	C	40.4	4.8	B
54.18	0.0	A	6.0	C	Jonathan Straughn	18K276	22.8	P.S. 276 Louis Marshall	C	18	EMS	Elementary	B	34.8	6.0	C
54.40	2.0	A	6.7	C	Lorenzo Chambers	18K279	20.3	P.S. 279 Herman Schreiber	C	18	EMS	Elementary	B	35.1	6.1	C
2.91	0.0	B	5.5	D	Mr. Frederick A. Underwood	18K285	22.6	I.S. 285 Meyer Levin	C	18	EMS	Middle	D	32.0	3.9	C
2.88					Ingrid Thomas-Clark	18K366		THE SCIENCE AND MEDICINE MIDDLE SCHOOL		18	EMS	Middle				
""					Livingstone Hilaire	18K415		Samuel J. Tilden High School		18	HS	High School				
""					Angelo Marra	18K500		Canarsie High School		18	HS	High School				
""	0.0		13.0	C	Rosalie Marks	18K501	27.0	Learning To Work YABC At Canarsie High School	C	18	YABC	YABC	C	47.8	7.8	C
""					Katherine Kefalas	18K515		South Shore High School		18	HS	High School				
2.20					Marina Vinitskaya	18K563		It Takes a Village Academy		18	HS	High School				
2.12					Terri Lynn Grey	18K566		Brooklyn Generation School		18	HS	High School				
2.26					Joshua Good	18K567		Brooklyn Theatre Arts High School		18	HS	High School				
2.23					Matt Brown	18K569		Kurt Hahn Expeditionary Learning School		18	HS	High School				
2.41					Marcel Duane Deans	18K576		Victory Collegiate High School		18	HS	High School				
2.19	0.0	C	11.3	D	Myrna Walters	18K578	31.3	Brooklyn Bridge Academy	C	18	HST	High School Transfer	C	50.4	7.8	C
2.34	0.5	A	4.0	D	David Manning	18K581	10.2	East Flatbush Community Research School	C	18	EMS	Middle	F	17.1	2.4	F
2.52	0.8	A	4.9	D	Andrew Buck	18K588	23.6	Middle School for Art and Philosophy	C	18	EMS	Middle	D	32.7	3.4	C
2.29					Robert Hall	18K589		Arts & Media Preparatory Academy		18	HS	High School				
2.60	0.0	A	8.2	C	Jameela Horton-Ball	18K598	23.0	Middle School of Marketing and Legal Studies	C	18	EMS	Middle	B	37.6	6.4	C
2.36					Adaleza Michelena	18K617		High School for Innovation in Advertising and Media		18	HS	High School				
2.27					Diane Varano	18K629		Cultural Academy for the Arts and Sciences		18	HS	High School				
2.91					Joseph Scarmato	18K633		High School for Medical Professions		18	HS	High School				
2.30					Seth Schoenfeld	18K635		Olympus Academy		18	HST	High School Transfer				
2.22					Michelle Ashkin	18K637		Academy for Conservation and the Environment		18	HS	High School				
2.42					Abe Correa	18K642		Urban Action Academy		18	HS	High School				
2.37					Patrick Mcgillicuddy	18K673		EAST BROOKLYN COMMUNITY HIGH SCHOOL		18	HST	High School Transfer				
""	0.0		14.0	B	Dawn Harris	18K922	24.1	South Shore Educational Complex YABC	C	18	YABC	YABC	B	47.2	9.1	D
59.34	1.5	A	9.8	C	Nydia Acevedo	19K007	30.7	P.S. 007 Abraham Lincoln	B	19	EMS	Elementary	B	48.8	6.8	B
61.11	0.8	B	2.9	D	Barbara Ashby	19K013	21.8	P.S. 013 Roberto Clemente	C	19	EMS	Elementary	B	32.9	7.4	C
57.04	3.0	A	15.2	A	Daysi Garcia	19K065	41.5	P.S. 065	A	19	EMS	Elementary	A	72.3	12.6	A
""					Valena Welch Woodley	19K072		P.S./I.S. 072 Annette P Goldman		19	EMS	K-8				
63.11	2.3	A	4.4	D	Irene Leon	19K089	32.4	P.S. 089 Cypress Hills	B	19	EMS	K-8	A	49.6	10.5	B
58.00	0.0	A	9.4	C	Constance Hahn	19K108	26.6	P.S. 108 Sal Abbracciamento	B	19	EMS	Elementary	A	45.2	9.2	B
63.50	2.3	A	7.4	C	Enid Silvera	19K149	18.0	P.S. 149 Danny Kaye	C	19	EMS	Elementary	C	32.6	4.9	C
60.01	3.0	A	5.0	D	Audrey Wilson	19K158	22.4	P.S. 158 Warwick	C	19	EMS	Elementary	B	38.3	7.9	C
49.76	1.5	A	1.7	D	Monica Duncan	19K159	17.7	P.S. 159 Isaac Pitkin	C	19	EMS	Elementary	C	26.3	5.4	C
2.27	3.8	B	5.1	D	Maria Ortega	19K166	25.7	J.H.S. 166 George Gershwin	C	19	EMS	Middle	C	39.5	4.9	B
2.89	2.0	B	3.4	F	Yolanda Fustanio	19K171	26.7	I.S. 171 Abraham Lincoln	C	19	EMS	Middle	C	37.6	5.5	B
58.42	0.8	B	0.5	F	Ingrid Mason	19K174	21.8	P.S. 174 Dumont	C	19	EMS	K-8	B	30.4	7.3	C
61.38	6.0	A	10.2	B	Stephaun Hill	19K190	38.8	P.S. 190 Sheffield	A	19	EMS	Elementary	B	62.1	7.1	A
60.65	1.3	A	5.6	D	Pauline Smith-Gayle	19K202	0.0	P.S. 202 Ernest S. Jenkyns	C	19	EMS	K-8	C	12.5	5.6	F
60.65	0.5	A	9.3	C	Gary Albin/Anne Lee Bernard	19K213	15.6	P.S. 213 New Lots	C	19	EMS	Elementary	B	33.8	8.4	D
48.35	2.3	A	4.4	D	Patricia Tubridy	19K214	30.3	P.S. 214 Michael Friedsam	B	19	EMS	Elementary	B	43.5	6.5	B
2.56	6.3	A	9.1	C	Joseph Costa	19K218	39.0	J.H.S. 218 James P. Sinnott	B	19	EMS	Middle	C	59.7	5.3	A
58.34	0.0	A	4.1	D	George Andrews	19K224	32.1	P.S. 224 Hale A. Woodruff	B	19	EMS	Elementary	C	40.8	4.6	B
60.61	0.8	B	1.4	F	Pierre Raymond	19K260	12.8	P.S. 260 Breuckelen	D	19	EMS	Elementary	F	16.3	1.3	D
57.07	0.0	A	7.5	C	Melessa Avery	19K273	16.8	P.S. 273 Wortman	C	19	EMS	Elementary	A	33.8	9.5	D
58.71	0.0	A	8.8	C	Willena George	19K290	26.6	P.S. 290 Juan Morel Campos	B	19	EMS	Elementary	A	45.3	9.9	B
2.64	2.0	A	7.3	C	Everett Hughes	19K292	26.0	J.H.S. 292 Margaret S. Douglas	C	19	EMS	Middle	C	40.6	5.3	B
2.74	0.8	B	2.3	F	Lisa Linder	19K302	23.6	J.H.S. 302 Rafael Cordero	D	19	EMS	Middle	D	30.2	3.5	C
60.24	2.3	A	4.2	D	Lawrence Burroughs	19K306	31.0	P.S. 306 Ethan Allen	B	19	EMS	K-8	D	41.5	4.0	B
2.77	0.8	B	4.6	D	Claudy Makelele	19K311	32.0	Essence School	B	19	EMS	Middle	B	43.9	6.5	B
65.26	4.5	A	3.3	D	Douglas Avila	19K328	33.4	P.S. 328 Phyllis Wheatley	B	19	EMS	K-8	D	44.2	3.0	B
61.94	3.5	A	5.8	C	Wanda Holt	19K345	31.1	P.S. 345 Patrolman Robert Bolden	B	19	EMS	Elementary	D	44.2	3.8	B
50.85	1.0	A	4.9	D	Kevin Caifa	19K346	22.8	P.S. 346 Abe Stark	C	19	EMS	Elementary	D	32.9	4.2	C
2.89	3.8	A	9.2	C	Dale Kelly	19K364	30.3	I.S. 364 Gateway	B	19	EMS	Middle	B	50.4	7.1	B
2.93	0.0	B	14.7	B	Sheila Richards	19K409	36.1	East New York Family Academy	B	19	HS	High School	C	59.2	8.4	B
3.43	0.0	A	12.9	B	Sheila Richards	19K409	29.9	East New York Family Academy	B	19	EMS	Middle	B	50.3	7.5	B
""					Marlon Bynum	19K420		Franklin K. Lane High School		19	HS	High School				
""	6.0		16.1	B	Juan Batista	19K431	35.7	Thomas Jefferson YABC	B	19	YABC	YABC	F	61.1	3.3	B
3.26	1.5	A	6.1	D	Yolanda Martin	19K452	26.9	Frederick Douglass Academy VIII Middle School	B	19	EMS	Middle	B	43.2	8.7	B
2.16	0.0	C	10.6	D	James Anderson	19K502	37.7	FDNY High School for Fire and Life Safety	C	19	HS	High School	C	56.2	7.9	B
2.22	4.5	C	12.6	C	Michael S. Steele	19K504	39.5	High School for Civil Rights	B	19	HS	High School	C	65.2	8.6	B
2.20	4.5	B	20.4	A	Reginald Richardson	19K507	29.1	Performing Arts and Technology High School	B	19	HS	High School	F	58.0	4.0	C
2.27	4.5	B	16.8	B	Kim Wanliss	19K510	38.9	World Academy for Total Community Health High School	B	19	HS	High School	D	67.1	6.9	B
2.01					Altagracia Liciaga	19K583		Multicultural High School		19	HS	High School				
2.51	3.0	B	17.0	B	Larry Kalvar	19K615	34.4	Transit Tech Career and Technical Education High School	B	19	HS	High School	C	62.0	7.6	C
2.20					Cynthia Fowlkes	19K618		Academy of Innovative Technology		19	HS	High School				
2.33					Charles Simic	19K639		Brooklyn Lab School		19	HS	High School				
2.49	0.0		8.0	F	Alex Maysonet	19K659	23.0	Cypress Hills Collegiate Preparatory School	F	19	HS	High School	C	38.9	7.9	F
1.78	3.0	D	9.4	F	Jocelyn Badette	19K660	39.2	W. H. Maxwell Career and Technical Education High School	B	19	HS	High School	D	58.0	6.4	B
